dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	1	3	4	25	1	491520108	511181004	19660896	86232	1.684189
ERR1203383	PE	1	3	5	32	2	629145696	648806592	19660896	86232	1.5303
ERR1203383	PE	1	3	6	39	3	766771284	786432180	19660896	86232	1.809365
ERR1203383	PE	1	3	7	46	4	904396872	924057768	19660896	86232	2.266841
ERR1203383	PE	1	3	8	53	5	1042022460	1061683356	19660896	86232	1.994312
ERR1203383	PE	1	3	9	54	0	1061683356	1081344024	19660668	86231	1.768247
ERR1203383	PE	1	3	10	61	1	1199308944	1218969612	19660668	86231	2.078146
ERR1203383	PE	1	3	11	68	2	1336934532	1356595200	19660668	86231	1.858621
ERR1203383	PE	1	3	12	75	3	1474560120	1494221016	19660896	86232	3.390808
ERR1203383	PE	1	3	13	82	4	1612185708	1631846604	19660896	86232	1.916207
ERR1203383	PE	1	3	14	89	5	1749811296	1769472192	19660896	86232	1.799196
ERR1203383	PE	1	3	15	90	0	1769472192	1789132860	19660668	86231	1.859465
ERR1203383	PE	1	3	16	97	1	1907097780	1926758448	19660668	86231	1.733252
ERR1203383	PE	1	3	17	104	2	2044723368	2064384036	19660668	86231	1.736519
ERR1203383	PE	1	3	18	111	3	2182348956	2202009624	19660668	86231	1.795445
ERR1203383	PE	1	3	19	118	4	2319974540	2339635380	19660840	84745	2.130077
ERR1203383	PE	1	3	20	125	5	2457600188	2477261028	19660840	84745	1.886812
ERR1203383	PE	1	3	21	126	0	2477261028	2496921636	19660608	84744	1.743571
ERR1203383	PE	1	3	22	133	1	2614886444	2634547284	19660840	84745	1.760467
ERR1203383	PE	1	3	23	140	2	2752512092	2772172932	19660840	84745	1.745841
ERR1203383	PE	1	3	24	147	3	2890137740	2909798580	19660840	84745	2.070054
ERR1203383	PE	1	3	25	154	4	3027763388	3047424228	19660840	84745	1.747024
ERR1203383	PE	1	3	26	161	5	3150643348	3155558500	4915152	21186	0.555558
ERR1203383	PE	1	3	27	162	0	3155558500	3160473652	4915152	21186	0.536803
ERR1203383	PE	1	3	28	169	1	3189965028	3194880180	4915152	21186	0.427115
ERR1203383	PE	1	3	29	176	2	3224371324	3229286476	4915152	21186	0.739591
ERR1203383	PE	1	3	30	183	3	3258777620	3263693004	4915384	21187	0.4989
ERR1203383	PE	1	3	31	190	4	3293184148	3298099300	4915152	21186	0.527906
ERR1203383	PE	1	3	32	197	5	3327590444	3332505828	4915384	21187	0.408669
ERR1203383	PE	1	3	33	198	0	3332505828	3337420980	4915152	21186	0.681404
ERR1203383	PE	1	3	34	205	1	3366912124	3371827276	4915152	21186	0.516482
ERR1203383	PE	1	3	35	212	2	3401318420	3406233804	4915384	21187	0.7877
ERR1203383	PE	1	3	36	219	3	3435724948	3436953620	1228672	5296	0.419152
ERR1203383	PE	1	3	37	226	4	3444326580	3445555252	1228672	5296	0.132838
ERR1203383	PE	1	3	38	233	5	3452928212	3454156884	1228672	5296	0.289093
ERR1203383	PE	1	3	39	228	0	3446784156	3448012828	1228672	5296	0.309817
ERR1203383	PE	1	3	40	235	1	3455385788	3456614460	1228672	5296	0.216244
ERR1203383	PE	1	3	41	242	2	3463987420	3465216092	1228672	5296	0.27683
ERR1203383	PE	1	3	42	249	3	3472588820	3473817724	1228904	5297	0.335268
ERR1203383	PE	1	3	43	256	4	3481190452	3482419356	1228904	5297	1.35227
ERR1203383	PE	1	3	44	263	5	3489792084	3491020988	1228904	5297	3.22156
ERR1203383	PE	1	3	45	264	0	3491020988	3492249660	1228672	5296	2.955416
ERR1203383	PE	1	4	0	4	4	78643260	98304188	19660928	87772	2.171807
ERR1203383	PE	1	4	1	11	5	216268860	235929600	19660740	86802	1.777669
ERR1203383	PE	1	4	2	12	0	235929600	255590496	19660896	86232	1.862607
ERR1203383	PE	1	4	3	19	1	373555416	393216084	19660668	86231	2.009751
ERR1203383	PE	1	4	4	26	2	511181004	530841672	19660668	86231	2.011718
ERR1203383	PE	1	4	5	33	3	648806592	668467260	19660668	86231	1.777283
ERR1203383	PE	1	4	6	40	4	786432180	806092848	19660668	86231	1.985689
ERR1203383	PE	1	4	7	47	5	924057768	943718436	19660668	86231	2.18479
ERR1203383	PE	1	4	8	48	0	943718436	963379332	19660896	86232	2.15239
ERR1203383	PE	1	4	9	55	1	1081344024	1101004920	19660896	86232	1.931177
ERR1203383	PE	1	4	10	62	2	1218969612	1238630508	19660896	86232	1.838587
ERR1203383	PE	1	4	11	69	3	1356595200	1376256096	19660896	86232	1.901239
ERR1203383	PE	1	4	12	76	4	1494221016	1513881684	19660668	86231	2.271619
ERR1203383	PE	1	4	13	83	5	1631846604	1651507272	19660668	86231	1.745424
ERR1203383	PE	1	4	14	84	0	1651507272	1671168168	19660896	86232	1.634361
ERR1203383	PE	1	4	15	91	1	1789132860	1808793756	19660896	86232	1.68911
ERR1203383	PE	1	4	16	98	2	1926758448	1946419344	19660896	86232	1.498233
ERR1203383	PE	1	4	17	105	3	2064384036	2084044932	19660896	86232	2.046141
ERR1203383	PE	1	4	18	112	4	2202009624	2221670520	19660896	86232	1.755031
ERR1203383	PE	1	4	19	119	5	2339635380	2359296220	19660840	84745	1.83042
ERR1203383	PE	1	4	20	120	0	2359296220	2378956828	19660608	84744	1.831885
ERR1203383	PE	1	4	21	127	1	2496921636	2516582476	19660840	84745	1.849139
ERR1203383	PE	1	4	22	134	2	2634547284	2654208124	19660840	84745	1.650968
ERR1203383	PE	1	4	23	141	3	2772172932	2791833772	19660840	84745	1.603401
ERR1203383	PE	1	4	24	148	4	2909798580	2929459420	19660840	84745	2.04482
ERR1203383	PE	1	4	25	155	5	3047424228	3067084836	19660608	84744	1.717042
ERR1203383	PE	1	4	26	156	0	3067084836	3086745676	19660840	84745	1.662748
ERR1203383	PE	1	4	27	163	1	3160473652	3165388804	4915152	21186	0.522059
ERR1203383	PE	1	4	28	170	2	3194880180	3199795332	4915152	21186	0.557702
ERR1203383	PE	1	4	29	177	3	3229286476	3234201628	4915152	21186	0.492574
ERR1203383	PE	1	4	30	184	4	3263693004	3268608156	4915152	21186	0.521072
ERR1203383	PE	1	4	31	191	5	3298099300	3303014452	4915152	21186	0.42418
ERR1203383	PE	1	4	32	192	0	3303014452	3307929604	4915152	21186	0.488701
ERR1203383	PE	1	4	33	199	1	3337420980	3342336132	4915152	21186	0.698529
ERR1203383	PE	1	4	34	206	2	3371827276	3376742428	4915152	21186	0.535116
ERR1203383	PE	1	4	35	213	3	3406233804	3411148956	4915152	21186	0.865158
ERR1203383	PE	1	5	0	5	5	98304188	117964892	19660704	87771	2.383678
ERR1203383	PE	1	5	1	6	0	117964892	137625820	19660928	87772	2.17815
ERR1203383	PE	1	5	2	13	1	255590496	275251392	19660896	86232	1.8108
ERR1203383	PE	1	5	3	20	2	393216084	412876980	19660896	86232	1.808067
ERR1203383	PE	1	5	4	27	3	530841672	550502568	19660896	86232	1.829411
ERR1203383	PE	1	5	5	34	4	668467260	688128156	19660896	86232	2.451366
ERR1203383	PE	1	5	6	41	5	806092848	825753744	19660896	86232	2.14588
ERR1203383	PE	1	5	7	42	0	825753744	845414412	19660668	86231	2.133203
ERR1203383	PE	1	5	8	49	1	963379332	983040000	19660668	86231	2.025511
ERR1203383	PE	1	5	9	56	2	1101004920	1120665816	19660896	86232	1.789163
ERR1203383	PE	1	5	10	63	3	1238630508	1258291404	19660896	86232	1.939203
ERR1203383	PE	1	5	11	70	4	1376256096	1395916992	19660896	86232	1.945018
ERR1203383	PE	1	5	12	77	5	1513881684	1533542580	19660896	86232	2.090068
ERR1203383	PE	1	5	13	78	0	1533542580	1553203248	19660668	86231	1.68341
ERR1203383	PE	1	5	14	85	1	1671168168	1690828836	19660668	86231	1.684311
ERR1203383	PE	1	5	15	92	2	1808793756	1828454424	19660668	86231	1.873811
ERR1203383	PE	1	5	16	99	3	1946419344	1966080012	19660668	86231	1.687998
ERR1203383	PE	1	5	17	106	4	2084044932	2103705600	19660668	86231	1.705052
ERR1203383	PE	1	5	37	227	5	3445555252	3446784156	1228904	5297	0.246345
ERR1203383	PE	1	5	38	222	0	3439411428	3440640100	1228672	5296	0.310068
ERR1203383	PE	1	5	39	229	1	3448012828	3449241732	1228904	5297	0.258651
ERR1203383	PE	1	5	40	236	2	3456614460	3457843364	1228904	5297	0.174735
ERR1203383	PE	1	5	41	237	3	3457843364	3459072036	1228672	5296	0.117961
ERR1203383	PE	1	5	42	238	4	3459072036	3460300940	1228904	5297	0.134728
ERR1203383	PE	1	5	43	245	5	3467673668	3468902572	1228904	5297	1.976474
ERR1203383	PE	1	5	44	258	0	3483648028	3484876932	1228904	5297	1.257581
ERR1203383	PE	1	5	45	265	1	3492249660	3493478564	1228904	5297	3.322028
ERR1203383	PE	1	5	46	270	0	3498393716	3499281348	887632	3826	1.078734
ERR1203383	PE	1	5	19	114	0	2241331416	2260992084	19660668	86231	2.114114
ERR1203383	PE	1	5	20	121	1	2378956828	2398617668	19660840	84745	1.681111
ERR1203383	PE	1	5	21	128	2	2516582476	2536243316	19660840	84745	1.874888
ERR1203383	PE	1	5	22	135	3	2654208124	2673868964	19660840	84745	1.848727
ERR1203383	PE	1	5	23	142	4	2791833772	2811494612	19660840	84745	1.767198
ERR1203383	PE	1	5	24	149	5	2929459420	2949120028	19660608	84744	1.715501
ERR1203383	PE	1	5	25	150	0	2949120028	2968780868	19660840	84745	1.728831
ERR1203383	PE	1	5	26	157	1	3086745676	3106406516	19660840	84745	1.700563
ERR1203383	PE	1	5	27	164	2	3165388804	3170304188	4915384	21187	0.531267
ERR1203383	PE	1	5	28	171	3	3199795332	3204710484	4915152	21186	0.614697
ERR1203383	PE	1	5	29	178	4	3234201628	3239117012	4915384	21187	0.572878
ERR1203383	PE	1	5	30	185	5	3268608156	3273523308	4915152	21186	0.466414
ERR1203383	PE	1	5	31	186	0	3273523308	3278438460	4915152	21186	0.532304
ERR1203383	PE	1	5	32	193	1	3307929604	3312844988	4915384	21187	0.461662
ERR1203383	PE	1	5	33	200	2	3342336132	3347251284	4915152	21186	0.582023
ERR1203383	PE	1	5	34	207	3	3376742428	3381657812	4915384	21187	0.624861
ERR1203383	PE	1	5	35	214	4	3411148956	3416064108	4915152	21186	0.583599
ERR1203383	PE	1	5	36	221	5	3438182524	3439411428	1228904	5297	0.179703
ERR1203383	PE	1	5	37	216	0	3420979260	3425894412	4915152	21186	0.55298
ERR1203383	PE	1	5	38	223	1	3440640100	3441869004	1228904	5297	0.267492
ERR1203383	PE	1	5	39	224	2	3441869004	3443097676	1228672	5296	0.22846
ERR1203383	PE	1	5	40	231	3	3450470404	3451699308	1228904	5297	0.311008
ERR1203383	PE	1	5	41	244	4	3466444996	3467673668	1228672	5296	0.126959
ERR1203383	PE	1	5	42	251	5	3475046628	3476275300	1228672	5296	0.86302
ERR1203383	PE	1	5	43	252	0	3476275300	3477504204	1228904	5297	0.291281
ERR1203383	PE	1	5	44	253	1	3477504204	3478732876	1228672	5296	0.289331
ERR1203383	PE	1	5	45	260	2	3486105604	3487334508	1228904	5297	4.572982
ERR1203383	PE	1	5	46	267	3	3494707236	3495936140	1228904	5297	3.847341
SRR2496709	PE	1	0	0	0	0	0	19660888	19660888	72446	2.426799
SRR2496709	PE	1	0	1	7	1	137625684	157286544	19660860	71235	2.010199
SRR2496709	PE	1	0	2	14	2	275251428	294912264	19660836	70233	1.394788
SRR2496709	PE	1	0	3	21	3	412876824	432537864	19661040	70218	2.397875
SRR2496709	PE	1	0	4	22	4	432537864	452198624	19660760	70217	1.849555
SRR2496709	PE	1	0	5	29	5	570163464	589824224	19660760	70217	2.170157
SRR2496709	PE	1	0	6	30	0	589824224	609484984	19660760	70217	1.824001
SRR2496709	PE	1	0	7	37	1	727449824	747110584	19660760	70217	2.015845
SRR2496709	PE	1	0	8	44	2	865075424	884736184	19660760	70217	1.642685
SRR2496709	PE	1	0	9	51	3	1002701024	1022361784	19660760	70217	2.750561
SRR2496709	PE	1	0	10	58	4	1140326624	1159987384	19660760	70217	2.153068
SRR2496709	PE	1	0	11	65	5	1277952224	1297612984	19660760	70217	1.474358
SRR2496709	PE	1	0	12	66	0	1297612984	1317273744	19660760	70217	1.6683
SRR2496709	PE	1	0	13	73	1	1435238584	1454899344	19660760	70217	1.672329
SRR2496709	PE	1	0	14	80	2	1572864184	1592524944	19660760	70217	1.620936
SRR2496709	PE	1	0	15	87	3	1710489784	1730150544	19660760	70217	1.895902
