log	ranks	calls	bytes	hash_sum	hash_xor
correctness_results/mpi_fine2_hash_2n12_20260825/small_SRR7963242_SE.run01.log	12	10000000	3920595145	9c841b9019c7d950	903fd6c660f2da8e
