log	ranks	calls	bytes	hash_sum	hash_xor
correctness_results/mpi_fine2_hash_2n12_20260825/small_SRR7963242_PE.run01.log	12	20000000	8434324786	e31564c82ea77aa3	39ae379a71398f41
