dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	1	4	9	55	1	1081344024	1101004920	19660896	86232	1.927375
ERR1203383	PE	1	4	10	62	2	1218969612	1238630508	19660896	86232	1.854275
ERR1203383	PE	1	4	11	69	3	1356595200	1376256096	19660896	86232	1.91544
ERR1203383	PE	1	4	12	76	4	1494221016	1513881684	19660668	86231	2.281887
ERR1203383	PE	1	4	13	83	5	1631846604	1651507272	19660668	86231	1.743369
ERR1203383	PE	1	4	14	84	0	1651507272	1671168168	19660896	86232	1.661607
ERR1203383	PE	1	4	15	91	1	1789132860	1808793756	19660896	86232	1.713307
ERR1203383	PE	1	4	16	98	2	1926758448	1946419344	19660896	86232	1.518602
ERR1203383	PE	1	4	17	105	3	2064384036	2084044932	19660896	86232	2.059869
ERR1203383	PE	1	4	18	112	4	2202009624	2221670520	19660896	86232	1.781035
ERR1203383	PE	1	4	19	119	5	2339635380	2359296220	19660840	84745	1.838073
ERR1203383	PE	1	4	20	120	0	2359296220	2378956828	19660608	84744	1.854348
ERR1203383	PE	1	4	21	127	1	2496921636	2516582476	19660840	84745	1.855128
ERR1203383	PE	1	4	22	134	2	2634547284	2654208124	19660840	84745	1.671449
ERR1203383	PE	1	4	23	141	3	2772172932	2791833772	19660840	84745	1.624798
ERR1203383	PE	1	4	24	148	4	2909798580	2929459420	19660840	84745	2.074611
ERR1203383	PE	1	4	25	155	5	3047424228	3067084836	19660608	84744	1.768717
ERR1203383	PE	1	4	26	156	0	3067084836	3086745676	19660840	84745	1.694652
ERR1203383	PE	1	4	27	163	1	3160473652	3165388804	4915152	21186	0.558089
ERR1203383	PE	1	4	28	170	2	3194880180	3199795332	4915152	21186	0.573585
ERR1203383	PE	1	4	29	177	3	3229286476	3234201628	4915152	21186	0.497814
ERR1203383	PE	1	4	30	184	4	3263693004	3268608156	4915152	21186	0.530276
ERR1203383	PE	1	4	31	191	5	3298099300	3303014452	4915152	21186	0.434878
ERR1203383	PE	1	4	32	192	0	3303014452	3307929604	4915152	21186	0.503219
ERR1203383	PE	1	4	33	193	1	3307929604	3312844988	4915384	21187	0.470929
ERR1203383	PE	1	4	34	194	2	3312844988	3317760140	4915152	21186	0.513649
ERR1203383	PE	1	4	35	201	3	3347251284	3352166436	4915152	21186	0.564333
ERR1203383	PE	1	4	36	208	4	3381657812	3386572964	4915152	21186	0.529334
ERR1203383	PE	1	4	37	215	5	3416064108	3420979260	4915152	21186	0.67189
ERR1203383	PE	1	4	38	210	0	3391488116	3396403268	4915152	21186	0.515609
ERR1203383	PE	1	4	39	217	1	3425894412	3430809796	4915384	21187	0.656495
ERR1203383	PE	1	4	40	224	2	3460300940	3465216092	4915152	21186	0.543692
ERR1203383	PE	1	4	41	231	3	3472588820	3473817724	1228904	5297	0.342625
ERR1203383	PE	1	4	42	238	4	3481190452	3482419356	1228904	5297	1.371562
ERR1203383	PE	1	4	43	245	5	3489792084	3491020988	1228904	5297	3.220147
ERR1203383	PE	1	4	44	246	0	3491020988	3492249660	1228672	5296	3.079143
ERR1203383	PE	1	5	0	5	5	98304188	117964892	19660704	87771	2.373303
ERR1203383	PE	1	5	1	6	0	117964892	137625820	19660928	87772	2.158558
ERR1203383	PE	1	5	2	13	1	255590496	275251392	19660896	86232	1.812275
ERR1203383	PE	1	5	3	20	2	393216084	412876980	19660896	86232	1.806534
ERR1203383	PE	1	5	4	27	3	530841672	550502568	19660896	86232	1.837585
ERR1203383	PE	1	5	5	34	4	668467260	688128156	19660896	86232	2.454825
ERR1203383	PE	1	5	6	41	5	806092848	825753744	19660896	86232	2.153379
ERR1203383	PE	1	5	7	42	0	825753744	845414412	19660668	86231	2.096326
ERR1203383	PE	1	5	8	49	1	963379332	983040000	19660668	86231	2.012363
ERR1203383	PE	1	5	9	56	2	1101004920	1120665816	19660896	86232	1.783203
ERR1203383	PE	1	5	10	63	3	1238630508	1258291404	19660896	86232	1.946765
ERR1203383	PE	1	5	11	70	4	1376256096	1395916992	19660896	86232	1.940084
ERR1203383	PE	1	5	12	77	5	1513881684	1533542580	19660896	86232	2.109963
ERR1203383	PE	1	5	13	78	0	1533542580	1553203248	19660668	86231	1.6727
ERR1203383	PE	1	5	14	85	1	1671168168	1690828836	19660668	86231	1.685358
ERR1203383	PE	1	5	15	92	2	1808793756	1828454424	19660668	86231	1.851507
ERR1203383	PE	1	5	16	99	3	1946419344	1966080012	19660668	86231	1.673301
ERR1203383	PE	1	5	17	106	4	2084044932	2103705600	19660668	86231	1.720152
ERR1203383	PE	1	5	18	113	5	2221670520	2241331416	19660896	86232	1.980795
ERR1203383	PE	1	5	19	114	0	2241331416	2260992084	19660668	86231	2.120043
ERR1203383	PE	1	5	20	121	1	2378956828	2398617668	19660840	84745	1.671976
ERR1203383	PE	1	5	21	128	2	2516582476	2536243316	19660840	84745	1.877425
ERR1203383	PE	1	5	22	135	3	2654208124	2673868964	19660840	84745	1.85762
ERR1203383	PE	1	5	23	142	4	2791833772	2811494612	19660840	84745	1.768133
ERR1203383	PE	1	5	24	149	5	2929459420	2949120028	19660608	84744	1.715007
ERR1203383	PE	1	5	25	150	0	2949120028	2968780868	19660840	84745	1.726711
ERR1203383	PE	1	5	26	157	1	3086745676	3106406516	19660840	84745	1.696585
ERR1203383	PE	1	5	27	164	2	3165388804	3170304188	4915384	21187	0.527668
ERR1203383	PE	1	5	28	165	3	3170304188	3175219340	4915152	21186	0.427929
ERR1203383	PE	1	5	29	172	4	3204710484	3209625636	4915152	21186	0.458357
ERR1203383	PE	1	5	30	179	5	3239117012	3244032164	4915152	21186	0.607537
ERR1203383	PE	1	5	31	180	0	3244032164	3248947316	4915152	21186	0.459976
ERR1203383	PE	1	5	32	187	1	3278438460	3283353612	4915152	21186	0.553033
ERR1203383	PE	1	5	33	200	2	3342336132	3347251284	4915152	21186	0.591015
ERR1203383	PE	1	5	34	207	3	3376742428	3381657812	4915384	21187	0.623514
ERR1203383	PE	1	5	35	214	4	3411148956	3416064108	4915152	21186	0.568639
ERR1203383	PE	1	5	36	221	5	3445555252	3450470404	4915152	21186	0.781261
