log	dataset	read_mode	repeat	ranks	calls	bytes	hash_sum	hash_xor	hash_enabled	claimed_chunks_range	stage1_range	stage2_range	stage2_max_min	part3_range	part3_max_min	scheduler_rma_range	fread_bandwidth_range	slowest_chunk	slowest_chunk_seconds	parsed_chunks	claimed_chunks	chunk_details_complete	rank_details_complete
ERR1203383_PE.run01.log	ERR1203383	PE	1	6	30549360	8029871401	dae1072cac7f170d	1fe63f8e1e740aaf	1	42-48	29.450-32.004	63.061-66.903	1.061	60.339-64.106	1.062	0.997060-1.213642	38.890-47.533	255	4.993461	269	271	0	0
ERR1203383_PE.run02.log	ERR1203383	PE	2	6	30549360	8029871401	dae1072cac7f170d	1fe63f8e1e740aaf	1	40-47	28.039-29.751	62.867-66.471	1.057	60.070-63.913	1.064	0.916533-1.220743	43.710-49.363	255	5.013534	266	271	0	0
ERR1203383_PE.run03.log	ERR1203383	PE	3	6	30549360	8029871401	dae1072cac7f170d	1fe63f8e1e740aaf	1	40-48	29.066-31.922	62.686-66.440	1.060	59.994-63.831	1.064	0.906059-1.159854	43.604-46.699	255	5.013851	268	271	0	0
SRR2496709_PE.run01.log	SRR2496709	PE	1	6	25214822	8119600200	56efd396c8f85a1e	9edd66de273acc48	1	41-50	27.321-31.174	61.363-65.414	1.066	58.763-62.565	1.065	0.998508-1.098337	42.325-52.250	100	9.412036	273	274	0	0
SRR2496709_PE.run02.log	SRR2496709	PE	2	6	25214822	8119600200	56efd396c8f85a1e	9edd66de273acc48	1	42-48	25.848-30.957	61.257-67.358	1.100	58.392-64.880	1.111	0.943895-1.252972	44.613-48.224	100	9.459304	270	274	0	0
SRR2496709_PE.run03.log	SRR2496709	PE	3	6	25214822	8119600200	56efd396c8f85a1e	9edd66de273acc48	1	40-52	22.609-27.707	60.373-67.889	1.124	57.331-65.373	1.140	0.997118-1.234463	47.580-55.193	100	9.479813	268	274	0	0
