dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	1	1	26	159	3	3126067356	3145728196	19660840	84745	1.800131
ERR1203383	PE	1	1	27	166	4	3175219340	3180134492	4915152	21186	0.475015
ERR1203383	PE	1	2	0	2	2	39321628	58982556	19660928	87772	2.32693
ERR1203383	PE	1	2	1	9	3	176947228	196608156	19660928	87772	2.080059
ERR1203383	PE	1	2	2	16	4	314572956	334233624	19660668	86231	1.822529
ERR1203383	PE	1	2	3	23	5	452198544	471859212	19660668	86231	2.179791
ERR1203383	PE	1	2	4	24	0	471859212	491520108	19660896	86232	1.788671
ERR1203383	PE	1	2	5	31	1	609484800	629145696	19660896	86232	1.579713
ERR1203383	PE	1	2	6	38	2	747110616	766771284	19660668	86231	1.958175
ERR1203383	PE	1	2	7	45	3	884736204	904396872	19660668	86231	2.102927
ERR1203383	PE	1	2	8	52	4	1022361792	1042022460	19660668	86231	1.613947
ERR1203383	PE	1	2	9	59	5	1159987380	1179648048	19660668	86231	2.237136
ERR1203383	PE	1	2	10	60	0	1179648048	1199308944	19660896	86232	2.129588
ERR1203383	PE	1	2	11	67	1	1317273636	1336934532	19660896	86232	2.278837
ERR1203383	PE	1	2	12	74	2	1454899224	1474560120	19660896	86232	1.807267
ERR1203383	PE	1	2	13	81	3	1592524812	1612185708	19660896	86232	2.245702
ERR1203383	PE	1	2	14	88	4	1730150400	1749811296	19660896	86232	2.075053
ERR1203383	PE	1	2	15	95	5	1867776216	1887436884	19660668	86231	1.902266
ERR1203383	PE	1	2	16	96	0	1887436884	1907097780	19660896	86232	1.805042
ERR1203383	PE	1	2	17	103	1	2025062472	2044723368	19660896	86232	1.688642
ERR1203383	PE	1	2	29	174	0	3214541020	3219456172	4915152	21186	0.353371
ERR1203383	PE	1	2	30	181	1	3248947316	3253862468	4915152	21186	0.478611
ERR1203383	PE	1	2	31	188	2	3283353612	3288268996	4915384	21187	0.429456
ERR1203383	PE	1	2	32	195	3	3317760140	3322675292	4915152	21186	0.475747
ERR1203383	PE	1	2	33	202	4	3352166436	3357081820	4915384	21187	0.614806
ERR1203383	PE	1	2	34	209	5	3386572964	3391488116	4915152	21186	3.236411
ERR1203383	PE	1	2	35	222	0	3450470404	3455385788	4915384	21187	0.617648
ERR1203383	PE	1	2	36	229	1	3484876932	3489792084	4915152	21186	12.18604
ERR1203383	PE	1	2	19	117	3	2300313700	2319974540	19660840	84745	1.787543
ERR1203383	PE	1	2	20	124	4	2437939348	2457600188	19660840	84745	1.480168
ERR1203383	PE	1	2	21	131	5	2575564996	2595225604	19660608	84744	1.766296
ERR1203383	PE	1	2	22	132	0	2595225604	2614886444	19660840	84745	1.899285
ERR1203383	PE	1	2	23	139	1	2732851252	2752512092	19660840	84745	1.883942
ERR1203383	PE	1	2	24	146	2	2870476900	2890137740	19660840	84745	1.978224
