cfg	dataset	mode	variant	kernel	cycle_avg
single	SRR2496709	SE	new_p	DEDUP_SORT_END	0
single	SRR2496709	SE	new_p	DEDUP_REDUNDANCY	0
single	SRR2496709	SE	new_p	DEDUP_SORT_SCORE	0
single	SRR2496709	SE	new_p	MEM_COLLECT_FIRST	41000000000
single	SRR2496709	SE	new_p	MEM_COLLECT_SPLIT	30000000000
single	SRR2496709	SE	new_p	MEM_COLLECT_LAST	28000000000
single	SRR2496709	SE	new_p	MEM_COLLECT_SORT	2599000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_REPETITIVE	335000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_SA	49000000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_RID	4844000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_TREE_SEARCH	1166000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_MERGE	618000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_INSERT	8704000000
single	SRR2496709	SE	new_p	CHAIN_BUILD_FINALIZE	3593000000
single	SRR2496709	SE	old_p	WORKER_ALIGNMENT	290000000000
single	SRR2496709	SE	old_p	MEM_CHAIN	188000000000
single	SRR2496709	SE	old_p	CHAIN_FILTER	11000000000
single	SRR2496709	SE	old_p	CHAIN_EXTENSION	46000000000
single	SRR2496709	SE	old_p	ALIGNMENT_FINALIZE	11000000000
single	SRR2496709	SE	old_p	MATE_RESCUE	0
single	SRR2496709	SE	old_p	PAIRING	0
single	SRR2496709	SE	old_p	SAM_FORMAT	26000000000
single	SRR2496709	SE	old_p	SAM_COPY	3226000000
single	small_SRR7963242	PE	new_p	WORKER_ALIGNMENT	2106000000000
single	small_SRR7963242	PE	new_p	MEM_CHAIN	573000000000
single	small_SRR7963242	PE	new_p	CHAIN_FILTER	88000000000
single	small_SRR7963242	PE	new_p	CHAIN_EXTENSION	440000000000
single	small_SRR7963242	PE	new_p	ALIGNMENT_FINALIZE	33000000000
single	small_SRR7963242	PE	new_p	MATE_RESCUE	905000000000
single	small_SRR7963242	PE	new_p	PAIRING	5717000000
single	small_SRR7963242	PE	new_p	SAM_FORMAT	969000000000
single	small_SRR7963242	PE	new_p	SAM_COPY	4703000000
single	small_SRR7963242	PE	new_p	MEM_CHAIN_COLLECT	259000000000
single	small_SRR7963242	PE	new_p	MEM_CHAIN_BUILD	311000000000
single	small_SRR7963242	PE	new_p	CHAIN_EXTENSION_DP	378000000000
single	small_SRR7963242	PE	new_p	MATE_REF_FETCH	9087000000
single	small_SRR7963242	PE	new_p	MATE_KSW_ALIGN	684000000000
single	small_SRR7963242	PE	new_p	KSW_QUERY_INIT_FORWARD	13000000000
single	small_SRR7963242	PE	new_p	KSW_DP_FORWARD	486000000000
single	small_SRR7963242	PE	new_p	KSW_QUERY_INIT_REVERSE	10000000000
single	small_SRR7963242	PE	new_p	KSW_DP_REVERSE	167000000000
single	small_SRR7963242	PE	new_p	MATE_DEDUP	181000000000
single	small_SRR7963242	PE	new_p	DEDUP_SORT_END	61000000000
single	small_SRR7963242	PE	new_p	DEDUP_REDUNDANCY	20000000000
single	small_SRR7963242	PE	new_p	DEDUP_SORT_SCORE	97000000000
single	small_SRR7963242	PE	new_p	MEM_COLLECT_FIRST	92000000000
single	small_SRR7963242	PE	new_p	MEM_COLLECT_SPLIT	103000000000
single	small_SRR7963242	PE	new_p	MEM_COLLECT_LAST	57000000000
single	small_SRR7963242	PE	new_p	MEM_COLLECT_SORT	5607000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_REPETITIVE	431000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_SA	211000000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_RID	18000000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_TREE_SEARCH	8904000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_MERGE	2609000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_INSERT	54000000000
single	small_SRR7963242	PE	new_p	CHAIN_BUILD_FINALIZE	9511000000
single	small_SRR7963242	PE	old_p	WORKER_ALIGNMENT	3413000000000
single	small_SRR7963242	PE	old_p	MEM_CHAIN	601000000000
single	small_SRR7963242	PE	old_p	CHAIN_FILTER	116000000000
single	small_SRR7963242	PE	old_p	CHAIN_EXTENSION	471000000000
single	small_SRR7963242	PE	old_p	ALIGNMENT_FINALIZE	83000000000
single	small_SRR7963242	PE	old_p	MATE_RESCUE	2065000000000
single	small_SRR7963242	PE	old_p	PAIRING	8167000000
single	small_SRR7963242	PE	old_p	SAM_FORMAT	2134000000000
single	small_SRR7963242	PE	old_p	SAM_COPY	4609000000
single	small_SRR7963242	SE	new_p	WORKER_ALIGNMENT	548000000000
single	small_SRR7963242	SE	new_p	MEM_CHAIN	286000000000
single	small_SRR7963242	SE	new_p	CHAIN_FILTER	39000000000
single	small_SRR7963242	SE	new_p	CHAIN_EXTENSION	179000000000
single	small_SRR7963242	SE	new_p	ALIGNMENT_FINALIZE	14000000000
single	small_SRR7963242	SE	new_p	MATE_RESCUE	0
single	small_SRR7963242	SE	new_p	PAIRING	0
single	small_SRR7963242	SE	new_p	SAM_FORMAT	28000000000
single	small_SRR7963242	SE	new_p	SAM_COPY	2553000000
single	small_SRR7963242	SE	new_p	MEM_CHAIN_COLLECT	129000000000
single	small_SRR7963242	SE	new_p	MEM_CHAIN_BUILD	155000000000
single	small_SRR7963242	SE	new_p	CHAIN_EXTENSION_DP	151000000000
single	small_SRR7963242	SE	new_p	MATE_REF_FETCH	0
single	small_SRR7963242	SE	new_p	MATE_KSW_ALIGN	0
single	small_SRR7963242	SE	new_p	KSW_QUERY_INIT_FORWARD	0
single	small_SRR7963242	SE	new_p	KSW_DP_FORWARD	0
single	small_SRR7963242	SE	new_p	KSW_QUERY_INIT_REVERSE	0
single	small_SRR7963242	SE	new_p	KSW_DP_REVERSE	0
single	small_SRR7963242	SE	new_p	MATE_DEDUP	0
single	small_SRR7963242	SE	new_p	DEDUP_SORT_END	0
single	small_SRR7963242	SE	new_p	DEDUP_REDUNDANCY	0
single	small_SRR7963242	SE	new_p	DEDUP_SORT_SCORE	0
single	small_SRR7963242	SE	new_p	MEM_COLLECT_FIRST	46000000000
single	small_SRR7963242	SE	new_p	MEM_COLLECT_SPLIT	49000000000
single	small_SRR7963242	SE	new_p	MEM_COLLECT_LAST	30000000000
single	small_SRR7963242	SE	new_p	MEM_COLLECT_SORT	2968000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_REPETITIVE	234000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_SA	105000000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_RID	8789000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_TREE_SEARCH	4116000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_MERGE	1225000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_INSERT	28000000000
single	small_SRR7963242	SE	new_p	CHAIN_BUILD_FINALIZE	4853000000
single	small_SRR7963242	SE	old_p	WORKER_ALIGNMENT	613000000000
single	small_SRR7963242	SE	old_p	MEM_CHAIN	298000000000
single	small_SRR7963242	SE	old_p	CHAIN_FILTER	50000000000
single	small_SRR7963242	SE	old_p	CHAIN_EXTENSION	192000000000
single	small_SRR7963242	SE	old_p	ALIGNMENT_FINALIZE	39000000000
single	small_SRR7963242	SE	old_p	MATE_RESCUE	0
single	small_SRR7963242	SE	old_p	PAIRING	0
single	small_SRR7963242	SE	old_p	SAM_FORMAT	29000000000
single	small_SRR7963242	SE	old_p	SAM_COPY	2546000000
